product_id,name,price,description,specifications,category,brand,image,rating,battery_life,windows_free,weight_kg,ram_gb,ssd_gb,display_size,processor_type
LG079,LG Model 79,94176,"LG laptop with Intel Core i5, 32GB, 256GB SSD, 16-inch QHD, and up to 12 hours battery life.","Intel Core i5, 32GB, 256GB SSD, 16-inch QHD, Windows 11, battery life 12 hrs",Business,LG,Image of LG Model 79 on a desk setup.,4.1,8,No,2.43,8,128,15.6-inch,Intel i3
APP080,Apple Model 80,36659,"Apple laptop with Intel Core i5, 32GB, 1TB SSD, 13.3-inch FHD, and up to 7 hours battery life.","Intel Core i5, 32GB, 1TB SSD, 13.3-inch FHD, Windows 11, battery life 7 hrs",Convertible,Apple,Image of Apple Model 80 on a desk setup.,4.3,18,No,4.3,8,256,13.3-inch,Apple M1
ACE081,Acer Model 81,18801,"Acer laptop with Intel Core i3, 32GB, 512GB SSD, 15.6-inch FHD, and up to 11 hours battery life.","Intel Core i3, 32GB, 512GB SSD, 15.6-inch FHD, Windows 11, battery life 11 hrs",Student,Acer,Image of Acer Model 81 on a desk setup.,4.8,13,No,4.41,12,128,14-inch,Intel i3
MIC082,Microsoft Model 82,33800,"Microsoft laptop with Intel Core i3, 16GB, 256GB SSD, 13.3-inch FHD, and up to 6 hours battery life.","Intel Core i3, 16GB, 256GB SSD, 13.3-inch FHD, Windows 11, battery life 6 hrs",Convertible,Microsoft,Image of Microsoft Model 82 on a desk setup.,5.0,12,No,2.14,4,512,14-inch,Intel i5
SAM083,Samsung Model 83,76903,"Samsung laptop with AMD Ryzen 5, 16GB, 512GB SSD, 15.6-inch FHD, and up to 6 hours battery life.","AMD Ryzen 5, 16GB, 512GB SSD, 15.6-inch FHD, Windows 11, battery life 6 hrs",Student,Samsung,Image of Samsung Model 83 on a desk setup.,4.4,12,No,2.21,12,512,15.6-inch,Intel i3
MIC084,Microsoft Model 84,36965,"Microsoft laptop with Intel Core i7, 16GB, 512GB SSD, 13.3-inch FHD, and up to 6 hours battery life.","Intel Core i7, 16GB, 512GB SSD, 13.3-inch FHD, Windows 11, battery life 6 hrs",Business,Microsoft,Image of Microsoft Model 84 on a desk setup.,4.8,4,Yes,2.8,10,128,15.6-inch,Intel i7
MSI085,MSI Model 85,42404,"MSI laptop with AMD Ryzen 7, 16GB, 256GB SSD, 14-inch FHD, and up to 6 hours battery life.","AMD Ryzen 7, 16GB, 256GB SSD, 14-inch FHD, Windows 11, battery life 6 hrs",Gaming,MSI,Image of MSI Model 85 on a desk setup.,4.6,12,No,2.68,10,256,14-inch,Intel i5
MIC086,Microsoft Model 86,77682,"Microsoft laptop with AMD Ryzen 5, 8GB, 256GB SSD, 15.6-inch FHD, and up to 6 hours battery life.","AMD Ryzen 5, 8GB, 256GB SSD, 15.6-inch FHD, Windows 11, battery life 6 hrs",Student,Microsoft,Image of Microsoft Model 86 on a desk setup.,5.0,10,No,4.48,10,512,15.6-inch,Intel i7
ASU087,Asus Model 87,25948,"Asus laptop with Intel Core i3, 16GB, 512GB SSD, 14-inch FHD, and up to 10 hours battery life.","Intel Core i3, 16GB, 512GB SSD, 14-inch FHD, Windows 11, battery life 10 hrs",Workstation,Asus,Image of Asus Model 87 on a desk setup.,3.9,12,Yes,1.78,12,128,14-inch,Intel i5
LEN088,Lenovo Model 88,24018,"Lenovo laptop with AMD Ryzen 5, 8GB, 256GB SSD, 16-inch QHD, and up to 12 hours battery life.","AMD Ryzen 5, 8GB, 256GB SSD, 16-inch QHD, Windows 11, battery life 12 hrs",Convertible,Lenovo,Image of Lenovo Model 88 on a desk setup.,4.6,11,No,1.26,10,256,15.6-inch,Intel i7
HP089,HP Model 89,19722,"HP laptop with Intel Core i7, 32GB, 512GB SSD, 13.3-inch FHD, and up to 10 hours battery life.","Intel Core i7, 32GB, 512GB SSD, 13.3-inch FHD, Windows 11, battery life 10 hrs",Workstation,HP,Image of HP Model 89 on a desk setup.,4.8,4,Yes,2.83,12,256,14-inch,Intel i3
MSI090,MSI Model 90,22492,"MSI laptop with Intel Core i3, 8GB, 256GB SSD, 14-inch FHD, and up to 8 hours battery life.","Intel Core i3, 8GB, 256GB SSD, 14-inch FHD, Windows 11, battery life 8 hrs",Student,MSI,Image of MSI Model 90 on a desk setup.,4.6,11,Yes,1.79,10,512,15.6-inch,Intel i7
SAM091,Samsung Model 91,54160,"Samsung laptop with Intel Core i5, 16GB, 256GB SSD, 14-inch FHD, and up to 10 hours battery life.","Intel Core i5, 16GB, 256GB SSD, 14-inch FHD, Windows 11, battery life 10 hrs",Student,Samsung,Image of Samsung Model 91 on a desk setup.,4.8,11,No,2.41,8,512,14-inch,Intel i5
LEN092,Lenovo Model 92,36946,"Lenovo laptop with Intel Core i7, 32GB, 256GB SSD, 13.3-inch FHD, and up to 12 hours battery life.","Intel Core i7, 32GB, 256GB SSD, 13.3-inch FHD, Windows 11, battery life 12 hrs",Gaming,Lenovo,Image of Lenovo Model 92 on a desk setup.,4.9,14,Yes,3.66,10,256,15.6-inch,Intel i5
ACE093,Acer Model 93,19942,"Acer laptop with Intel Core i3, 32GB, 1TB SSD, 13.3-inch FHD, and up to 9 hours battery life.","Intel Core i3, 32GB, 1TB SSD, 13.3-inch FHD, Windows 11, battery life 9 hrs",Student,Acer,Image of Acer Model 93 on a desk setup.,3.8,6,Yes,3.58,12,512,14-inch,Intel i7
MSI094,MSI Model 94,30081,"MSI laptop with Intel Core i7, 16GB, 256GB SSD, 16-inch QHD, and up to 12 hours battery life.","Intel Core i7, 16GB, 256GB SSD, 16-inch QHD, Windows 11, battery life 12 hrs",Gaming,MSI,Image of MSI Model 94 on a desk setup.,4.9,4,Yes,2.22,6,256,15.6-inch,Intel i7
MIC095,Microsoft Model 95,65159,"Microsoft laptop with AMD Ryzen 7, 32GB, 256GB SSD, 17-inch FHD, and up to 7 hours battery life.","AMD Ryzen 7, 32GB, 256GB SSD, 17-inch FHD, Windows 11, battery life 7 hrs",Convertible,Microsoft,Image of Microsoft Model 95 on a desk setup.,3.8,11,Yes,2.99,10,256,14-inch,Intel i7
APP096,Apple Model 96,65098,"Apple laptop with Intel Core i7, 8GB, 256GB SSD, 13.3-inch FHD, and up to 9 hours battery life.","Intel Core i7, 8GB, 256GB SSD, 13.3-inch FHD, Windows 11, battery life 9 hrs",Student,Apple,Image of Apple Model 96 on a desk setup.,4.2,18,No,2.88,8,256,13.3-inch,Apple M1
SAM097,Samsung Model 97,86255,"Samsung laptop with Intel Core i7, 8GB, 1TB SSD, 13.3-inch FHD, and up to 10 hours battery life.","Intel Core i7, 8GB, 1TB SSD, 13.3-inch FHD, Windows 11, battery life 10 hrs",Gaming,Samsung,Image of Samsung Model 97 on a desk setup.,5.0,6,Yes,3.3,8,512,15.6-inch,Intel i7
SAM098,Samsung Model 98,27197,"Samsung laptop with AMD Ryzen 7, 32GB, 256GB SSD, 13.3-inch FHD, and up to 7 hours battery life.","AMD Ryzen 7, 32GB, 256GB SSD, 13.3-inch FHD, Windows 11, battery life 7 hrs",Student,Samsung,Image of Samsung Model 98 on a desk setup.,4.3,4,No,2.03,4,128,14-inch,Intel i5
HP099,HP Model 99,42866,"HP laptop with Intel Core i5, 16GB, 256GB SSD, 13.3-inch FHD, and up to 8 hours battery life.","Intel Core i5, 16GB, 256GB SSD, 13.3-inch FHD, Windows 11, battery life 8 hrs",Ultrabook,HP,Image of HP Model 99 on a desk setup.,3.6,14,Yes,3.15,8,128,15.6-inch,Intel i7
ASU100,Asus Model 100,35032,"Asus laptop with Intel Core i7, 32GB, 512GB SSD, 13.3-inch FHD, and up to 9 hours battery life.","Intel Core i7, 32GB, 512GB SSD, 13.3-inch FHD, Windows 11, battery life 9 hrs",Convertible,Asus,Image of Asus Model 100 on a desk setup.,4.6,8,Yes,4.43,10,512,14-inch,Intel i7
HP0101,HP Model 101,40077,"HP laptop with AMD Ryzen 5, 10GB RAM, 512GB SSD, 15.6-inch display","AMD Ryzen 5, 10GB RAM, 512GB SSD, 15.6-inch, Battery: 10hrs",Student,HP,Image of HP Model 101,3.8,10,Yes,4.13,10,512,15.6-inch,AMD Ryzen 5
LG0102,LG Model 102,74418,"LG laptop with Apple M2, 4GB RAM, 128GB SSD, 14-inch display","Apple M2, 4GB RAM, 128GB SSD, 14-inch, Battery: 14hrs",Ultrabook,LG,Image of LG Model 102,3.9,14,Yes,1.8,4,128,14-inch,Apple M2
SAM0103,Samsung Model 103,76745,"Samsung laptop with AMD Ryzen 7, 8GB RAM, 256GB SSD, 14-inch display","AMD Ryzen 7, 8GB RAM, 256GB SSD, 14-inch, Battery: 12hrs",Convertible,Samsung,Image of Samsung Model 103,3.9,12,Yes,1.33,8,256,14-inch,AMD Ryzen 7
SAM0104,Samsung Model 104,85287,"Samsung laptop with Intel i7, 8GB RAM, 128GB SSD, 15.6-inch display","Intel i7, 8GB RAM, 128GB SSD, 15.6-inch, Battery: 7hrs",Ultrabook,Samsung,Image of Samsung Model 104,3.8,7,No,1.31,8,128,15.6-inch,Intel i7
MIC0105,Microsoft Model 105,30236,"Microsoft laptop with Apple M2, 10GB RAM, 256GB SSD, 15.6-inch display","Apple M2, 10GB RAM, 256GB SSD, 15.6-inch, Battery: 6hrs",Student,Microsoft,Image of Microsoft Model 105,3.5,6,No,1.33,10,256,15.6-inch,Apple M2
HP0106,HP Model 106,82670,"HP laptop with Intel i3, 8GB RAM, 256GB SSD, 14-inch display","Intel i3, 8GB RAM, 256GB SSD, 14-inch, Battery: 4hrs",Business,HP,Image of HP Model 106,4.0,4,No,2.47,8,256,14-inch,Intel i3
ACE0107,Acer Model 107,27740,"Acer laptop with Intel i3, 6GB RAM, 128GB SSD, 14-inch display","Intel i3, 6GB RAM, 128GB SSD, 14-inch, Battery: 4hrs",Convertible,Acer,Image of Acer Model 107,3.8,4,Yes,3.87,6,128,14-inch,Intel i3
APP0108,Apple Model 108,74410,"Apple laptop with AMD Ryzen 7, 10GB RAM, 512GB SSD, 15.6-inch display","AMD Ryzen 7, 10GB RAM, 512GB SSD, 15.6-inch, Battery: 12hrs",Student,Apple,Image of Apple Model 108,4.2,12,No,3.29,10,512,15.6-inch,AMD Ryzen 7
SAM0109,Samsung Model 109,61850,"Samsung laptop with Intel i3, 4GB RAM, 128GB SSD, 14-inch display","Intel i3, 4GB RAM, 128GB SSD, 14-inch, Battery: 4hrs",Convertible,Samsung,Image of Samsung Model 109,3.8,4,No,2.11,4,128,14-inch,Intel i3
APP0110,Apple Model 110,30379,"Apple laptop with AMD Ryzen 7, 4GB RAM, 128GB SSD, 14-inch display","AMD Ryzen 7, 4GB RAM, 128GB SSD, 14-inch, Battery: 14hrs",Convertible,Apple,Image of Apple Model 110,4.4,14,No,1.66,4,128,14-inch,AMD Ryzen 7
ACE0111,Acer Model 111,88882,"Acer laptop with Apple M3, 6GB RAM, 512GB SSD, 14-inch display","Apple M3, 6GB RAM, 512GB SSD, 14-inch, Battery: 14hrs",Ultrabook,Acer,Image of Acer Model 111,3.9,14,No,1.73,6,512,14-inch,Apple M3
LEN0112,Lenovo Model 112,64000,"Lenovo laptop with Apple M1, 10GB RAM, 512GB SSD, 14-inch display","Apple M1, 10GB RAM, 512GB SSD, 14-inch, Battery: 11hrs",Workstation,Lenovo,Image of Lenovo Model 112,4.3,11,Yes,3.44,10,512,14-inch,Apple M1
SAM0113,Samsung Model 113,87341,"Samsung laptop with AMD Ryzen 7, 8GB RAM, 128GB SSD, 15.6-inch display","AMD Ryzen 7, 8GB RAM, 128GB SSD, 15.6-inch, Battery: 13hrs",Convertible,Samsung,Image of Samsung Model 113,4.2,13,Yes,1.31,8,128,15.6-inch,AMD Ryzen 7
LG0114,LG Model 114,23669,"LG laptop with Apple M1, 12GB RAM, 512GB SSD, 14-inch display","Apple M1, 12GB RAM, 512GB SSD, 14-inch, Battery: 12hrs",Student,LG,Image of LG Model 114,4.9,12,No,2.54,12,512,14-inch,Apple M1
MIC0115,Microsoft Model 115,49235,"Microsoft laptop with AMD Ryzen 5, 12GB RAM, 512GB SSD, 14-inch display","AMD Ryzen 5, 12GB RAM, 512GB SSD, 14-inch, Battery: 12hrs",Gaming,Microsoft,Image of Microsoft Model 115,4.1,12,Yes,4.23,12,512,14-inch,AMD Ryzen 5
HP0116,HP Model 116,21010,"HP laptop with Intel i3, 6GB RAM, 256GB SSD, 15.6-inch display","Intel i3, 6GB RAM, 256GB SSD, 15.6-inch, Battery: 5hrs",Business,HP,Image of HP Model 116,4.4,5,No,2.23,6,256,15.6-inch,Intel i3
DEL0117,Dell Model 117,42815,"Dell laptop with Intel i5, 8GB RAM, 128GB SSD, 14-inch display","Intel i5, 8GB RAM, 128GB SSD, 14-inch, Battery: 13hrs",Convertible,Dell,Image of Dell Model 117,3.8,13,Yes,1.35,8,128,14-inch,Intel i5
MSI0118,MSI Model 118,84046,"MSI laptop with Apple M2, 10GB RAM, 256GB SSD, 15.6-inch display","Apple M2, 10GB RAM, 256GB SSD, 15.6-inch, Battery: 7hrs",Business,MSI,Image of MSI Model 118,3.7,7,Yes,2.85,10,256,15.6-inch,Apple M2
APP0119,Apple Model 119,87808,"Apple laptop with Apple M1, 6GB RAM, 128GB SSD, 15.6-inch display","Apple M1, 6GB RAM, 128GB SSD, 15.6-inch, Battery: 12hrs",Student,Apple,Image of Apple Model 119,5.0,12,No,2.61,6,128,15.6-inch,Apple M1
MSI0120,MSI Model 120,60513,"MSI laptop with Apple M2, 4GB RAM, 256GB SSD, 15.6-inch display","Apple M2, 4GB RAM, 256GB SSD, 15.6-inch, Battery: 7hrs",Ultrabook,MSI,Image of MSI Model 120,4.3,7,No,3.47,4,256,15.6-inch,Apple M2
APP0121,Apple Model 121,72537,"Apple laptop with AMD Ryzen 7, 6GB RAM, 512GB SSD, 15.6-inch display","AMD Ryzen 7, 6GB RAM, 512GB SSD, 15.6-inch, Battery: 4hrs",Workstation,Apple,Image of Apple Model 121,4.0,4,Yes,3.29,6,512,15.6-inch,AMD Ryzen 7
ASU0122,Asus Model 122,39864,"Asus laptop with Intel i3, 10GB RAM, 512GB SSD, 15.6-inch display","Intel i3, 10GB RAM, 512GB SSD, 15.6-inch, Battery: 13hrs",Convertible,Asus,Image of Asus Model 122,4.1,13,Yes,4.0,10,512,15.6-inch,Intel i3
LG0123,LG Model 123,57005,"LG laptop with Apple M1, 6GB RAM, 256GB SSD, 14-inch display","Apple M1, 6GB RAM, 256GB SSD, 14-inch, Battery: 10hrs",Gaming,LG,Image of LG Model 123,4.3,10,No,2.36,6,256,14-inch,Apple M1
MSI0124,MSI Model 124,93066,"MSI laptop with Apple M2, 10GB RAM, 512GB SSD, 14-inch display","Apple M2, 10GB RAM, 512GB SSD, 14-inch, Battery: 10hrs",Student,MSI,Image of MSI Model 124,3.7,10,No,3.14,10,512,14-inch,Apple M2
HP0125,HP Model 125,25311,"HP laptop with Apple M3, 12GB RAM, 512GB SSD, 14-inch display","Apple M3, 12GB RAM, 512GB SSD, 14-inch, Battery: 6hrs",Business,HP,Image of HP Model 125,4.2,6,Yes,1.72,12,512,14-inch,Apple M3
LG0126,LG Model 126,37176,"LG laptop with Intel i7, 4GB RAM, 128GB SSD, 15.6-inch display","Intel i7, 4GB RAM, 128GB SSD, 15.6-inch, Battery: 6hrs",Convertible,LG,Image of LG Model 126,4.5,6,No,3.07,4,128,15.6-inch,Intel i7
SAM0127,Samsung Model 127,50914,"Samsung laptop with Apple M1, 4GB RAM, 512GB SSD, 15.6-inch display","Apple M1, 4GB RAM, 512GB SSD, 15.6-inch, Battery: 6hrs",Student,Samsung,Image of Samsung Model 127,3.9,6,No,3.51,4,512,15.6-inch,Apple M1
APP0128,Apple Model 128,87288,"Apple laptop with Intel i5, 4GB RAM, 512GB SSD, 14-inch display","Intel i5, 4GB RAM, 512GB SSD, 14-inch, Battery: 12hrs",Workstation,Apple,Image of Apple Model 128,4.4,12,Yes,3.61,4,512,14-inch,Intel i5
ACE0129,Acer Model 129,84059,"Acer laptop with Apple M3, 8GB RAM, 512GB SSD, 15.6-inch display","Apple M3, 8GB RAM, 512GB SSD, 15.6-inch, Battery: 14hrs",Ultrabook,Acer,Image of Acer Model 129,4.3,14,No,3.09,8,512,15.6-inch,Apple M3
HP0130,HP Model 130,89245,"HP laptop with Intel i3, 10GB RAM, 256GB SSD, 14-inch display","Intel i3, 10GB RAM, 256GB SSD, 14-inch, Battery: 14hrs",Ultrabook,HP,Image of HP Model 130,4.5,14,No,3.22,10,256,14-inch,Intel i3
APP0131,Apple Model 131,30714,"Apple laptop with AMD Ryzen 5, 6GB RAM, 128GB SSD, 15.6-inch display","AMD Ryzen 5, 6GB RAM, 128GB SSD, 15.6-inch, Battery: 4hrs",Ultrabook,Apple,Image of Apple Model 131,3.7,4,Yes,4.28,6,128,15.6-inch,AMD Ryzen 5
LG0132,LG Model 132,73679,"LG laptop with Intel i5, 10GB RAM, 256GB SSD, 14-inch display","Intel i5, 10GB RAM, 256GB SSD, 14-inch, Battery: 11hrs",Ultrabook,LG,Image of LG Model 132,4.8,11,Yes,3.95,10,256,14-inch,Intel i5
APP0133,Apple Model 133,65499,"Apple laptop with AMD Ryzen 5, 8GB RAM, 512GB SSD, 15.6-inch display","AMD Ryzen 5, 8GB RAM, 512GB SSD, 15.6-inch, Battery: 7hrs",Business,Apple,Image of Apple Model 133,3.6,7,No,3.86,8,512,15.6-inch,AMD Ryzen 5
ACE0134,Acer Model 134,99014,"Acer laptop with Intel i7, 4GB RAM, 256GB SSD, 15.6-inch display","Intel i7, 4GB RAM, 256GB SSD, 15.6-inch, Battery: 7hrs",Gaming,Acer,Image of Acer Model 134,3.8,7,No,1.3,4,256,15.6-inch,Intel i7
HP0135,HP Model 135,60934,"HP laptop with AMD Ryzen 5, 8GB RAM, 128GB SSD, 14-inch display","AMD Ryzen 5, 8GB RAM, 128GB SSD, 14-inch, Battery: 5hrs",Ultrabook,HP,Image of HP Model 135,4.5,5,No,4.09,8,128,14-inch,AMD Ryzen 5
SAM0136,Samsung Model 136,36435,"Samsung laptop with Intel i5, 6GB RAM, 512GB SSD, 14-inch display","Intel i5, 6GB RAM, 512GB SSD, 14-inch, Battery: 10hrs",Business,Samsung,Image of Samsung Model 136,4.0,10,Yes,3.26,6,512,14-inch,Intel i5
ACE0137,Acer Model 137,76128,"Acer laptop with Apple M2, 10GB RAM, 512GB SSD, 14-inch display","Apple M2, 10GB RAM, 512GB SSD, 14-inch, Battery: 7hrs",Gaming,Acer,Image of Acer Model 137,4.5,7,Yes,1.43,10,512,14-inch,Apple M2
LEN0138,Lenovo Model 138,50788,"Lenovo laptop with AMD Ryzen 7, 4GB RAM, 256GB SSD, 15.6-inch display","AMD Ryzen 7, 4GB RAM, 256GB SSD, 15.6-inch, Battery: 13hrs",Ultrabook,Lenovo,Image of Lenovo Model 138,4.0,13,Yes,3.75,4,256,15.6-inch,AMD Ryzen 7
ACE0139,Acer Model 139,17655,"Acer laptop with Intel i3, 8GB RAM, 512GB SSD, 15.6-inch display","Intel i3, 8GB RAM, 512GB SSD, 15.6-inch, Battery: 4hrs",Gaming,Acer,Image of Acer Model 139,4.8,4,Yes,3.99,8,512,15.6-inch,Intel i3
DEL0140,Dell Model 140,40260,"Dell laptop with Intel i3, 6GB RAM, 128GB SSD, 15.6-inch display","Intel i3, 6GB RAM, 128GB SSD, 15.6-inch, Battery: 9hrs",Workstation,Dell,Image of Dell Model 140,4.1,9,Yes,4.04,6,128,15.6-inch,Intel i3
MIC0141,Microsoft Model 141,85669,"Microsoft laptop with Apple M1, 8GB RAM, 128GB SSD, 14-inch display","Apple M1, 8GB RAM, 128GB SSD, 14-inch, Battery: 5hrs",Ultrabook,Microsoft,Image of Microsoft Model 141,3.9,5,No,1.86,8,128,14-inch,Apple M1
LEN0142,Lenovo Model 142,32178,"Lenovo laptop with AMD Ryzen 7, 10GB RAM, 128GB SSD, 14-inch display","AMD Ryzen 7, 10GB RAM, 128GB SSD, 14-inch, Battery: 6hrs",Workstation,Lenovo,Image of Lenovo Model 142,4.7,6,No,1.55,10,128,14-inch,AMD Ryzen 7
LEN0143,Lenovo Model 143,73703,"Lenovo laptop with Apple M1, 6GB RAM, 256GB SSD, 14-inch display","Apple M1, 6GB RAM, 256GB SSD, 14-inch, Battery: 7hrs",Student,Lenovo,Image of Lenovo Model 143,4.5,7,No,2.0,6,256,14-inch,Apple M1
ASU0144,Asus Model 144,38128,"Asus laptop with Apple M1, 4GB RAM, 128GB SSD, 15.6-inch display","Apple M1, 4GB RAM, 128GB SSD, 15.6-inch, Battery: 9hrs",Ultrabook,Asus,Image of Asus Model 144,4.4,9,No,2.83,4,128,15.6-inch,Apple M1
APP0145,Apple Model 145,33971,"Apple laptop with Apple M2, 8GB RAM, 128GB SSD, 14-inch display","Apple M2, 8GB RAM, 128GB SSD, 14-inch, Battery: 7hrs",Gaming,Apple,Image of Apple Model 145,4.7,7,Yes,1.87,8,128,14-inch,Apple M2
MIC0146,Microsoft Model 146,81529,"Microsoft laptop with Intel i5, 8GB RAM, 512GB SSD, 15.6-inch display","Intel i5, 8GB RAM, 512GB SSD, 15.6-inch, Battery: 5hrs",Business,Microsoft,Image of Microsoft Model 146,5.0,5,Yes,3.95,8,512,15.6-inch,Intel i5
DEL0147,Dell Model 147,69576,"Dell laptop with AMD Ryzen 7, 6GB RAM, 256GB SSD, 14-inch display","AMD Ryzen 7, 6GB RAM, 256GB SSD, 14-inch, Battery: 14hrs",Convertible,Dell,Image of Dell Model 147,3.8,14,No,2.27,6,256,14-inch,AMD Ryzen 7
LEN0148,Lenovo Model 148,57757,"Lenovo laptop with Apple M2, 8GB RAM, 256GB SSD, 14-inch display","Apple M2, 8GB RAM, 256GB SSD, 14-inch, Battery: 4hrs",Ultrabook,Lenovo,Image of Lenovo Model 148,4.3,4,No,1.75,8,256,14-inch,Apple M2
DEL0149,Dell Model 149,45143,"Dell laptop with Apple M3, 4GB RAM, 256GB SSD, 15.6-inch display","Apple M3, 4GB RAM, 256GB SSD, 15.6-inch, Battery: 7hrs",Ultrabook,Dell,Image of Dell Model 149,3.6,7,No,2.55,4,256,15.6-inch,Apple M3
DEL0150,Dell Model 150,64127,"Dell laptop with Apple M3, 12GB RAM, 256GB SSD, 14-inch display","Apple M3, 12GB RAM, 256GB SSD, 14-inch, Battery: 6hrs",Convertible,Dell,Image of Dell Model 150,4.2,6,No,3.17,12,256,14-inch,Apple M3
ASU0151,Asus Model 151,19979,"Asus laptop with Apple M2, 10GB RAM, 512GB SSD, 14-inch display","Apple M2, 10GB RAM, 512GB SSD, 14-inch, Battery: 9hrs",Workstation,Asus,Image of Asus Model 151,3.6,9,Yes,3.26,10,512,14-inch,Apple M2
SAM0152,Samsung Model 152,25338,"Samsung laptop with Apple M2, 10GB RAM, 256GB SSD, 15.6-inch display","Apple M2, 10GB RAM, 256GB SSD, 15.6-inch, Battery: 4hrs",Workstation,Samsung,Image of Samsung Model 152,4.4,4,No,2.83,10,256,15.6-inch,Apple M2
LEN0153,Lenovo Model 153,80071,"Lenovo laptop with Intel i5, 8GB RAM, 256GB SSD, 14-inch display","Intel i5, 8GB RAM, 256GB SSD, 14-inch, Battery: 9hrs",Gaming,Lenovo,Image of Lenovo Model 153,4.1,9,No,3.13,8,256,14-inch,Intel i5
MSI0154,MSI Model 154,57465,"MSI laptop with AMD Ryzen 7, 8GB RAM, 128GB SSD, 14-inch display","AMD Ryzen 7, 8GB RAM, 128GB SSD, 14-inch, Battery: 11hrs",Student,MSI,Image of MSI Model 154,5.0,11,Yes,1.52,8,128,14-inch,AMD Ryzen 7
ACE0155,Acer Model 155,32921,"Acer laptop with Intel i3, 8GB RAM, 128GB SSD, 14-inch display","Intel i3, 8GB RAM, 128GB SSD, 14-inch, Battery: 9hrs",Business,Acer,Image of Acer Model 155,3.7,9,Yes,4.07,8,128,14-inch,Intel i3
DEL0156,Dell Model 156,18961,"Dell laptop with AMD Ryzen 7, 8GB RAM, 128GB SSD, 14-inch display","AMD Ryzen 7, 8GB RAM, 128GB SSD, 14-inch, Battery: 9hrs",Business,Dell,Image of Dell Model 156,4.3,9,Yes,1.48,8,128,14-inch,AMD Ryzen 7
MIC0157,Microsoft Model 157,91959,"Microsoft laptop with Intel i7, 10GB RAM, 128GB SSD, 15.6-inch display","Intel i7, 10GB RAM, 128GB SSD, 15.6-inch, Battery: 6hrs",Business,Microsoft,Image of Microsoft Model 157,4.7,6,Yes,1.81,10,128,15.6-inch,Intel i7
ACE0158,Acer Model 158,61755,"Acer laptop with AMD Ryzen 7, 8GB RAM, 128GB SSD, 15.6-inch display","AMD Ryzen 7, 8GB RAM, 128GB SSD, 15.6-inch, Battery: 14hrs",Convertible,Acer,Image of Acer Model 158,4.4,14,Yes,3.43,8,128,15.6-inch,AMD Ryzen 7
LG0159,LG Model 159,58189,"LG laptop with Apple M3, 6GB RAM, 512GB SSD, 14-inch display","Apple M3, 6GB RAM, 512GB SSD, 14-inch, Battery: 9hrs",Workstation,LG,Image of LG Model 159,4.9,9,Yes,2.59,6,512,14-inch,Apple M3
MIC0160,Microsoft Model 160,82337,"Microsoft laptop with Intel i3, 4GB RAM, 128GB SSD, 15.6-inch display","Intel i3, 4GB RAM, 128GB SSD, 15.6-inch, Battery: 4hrs",Workstation,Microsoft,Image of Microsoft Model 160,4.7,4,Yes,3.67,4,128,15.6-inch,Intel i3
APP0161,Apple Model 161,45857,"Apple laptop with AMD Ryzen 7, 4GB RAM, 128GB SSD, 15.6-inch display","AMD Ryzen 7, 4GB RAM, 128GB SSD, 15.6-inch, Battery: 7hrs",Business,Apple,Image of Apple Model 161,4.4,7,Yes,2.7,4,128,15.6-inch,AMD Ryzen 7
MSI0162,MSI Model 162,42352,"MSI laptop with Intel i7, 10GB RAM, 128GB SSD, 15.6-inch display","Intel i7, 10GB RAM, 128GB SSD, 15.6-inch, Battery: 7hrs",Business,MSI,Image of MSI Model 162,4.4,7,Yes,3.8,10,128,15.6-inch,Intel i7
MSI0163,MSI Model 163,43823,"MSI laptop with AMD Ryzen 5, 4GB RAM, 256GB SSD, 14-inch display","AMD Ryzen 5, 4GB RAM, 256GB SSD, 14-inch, Battery: 13hrs",Business,MSI,Image of MSI Model 163,4.3,13,Yes,3.53,4,256,14-inch,AMD Ryzen 5
